City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Nantucket,US,2021-09-25 02:42:23,41.2835,-70.0995,71.96,94,20,12.66
1,Alofi,NU,2021-09-25 02:39:25,-19.0595,-169.9187,75.09,83,27,10.36
2,Mar Del Plata,AR,2021-09-25 02:34:50,-38.0023,-57.5575,55.13,59,0,1.99
3,Yumen,CN,2021-09-25 02:46:32,40.2833,97.2,57.97,40,9,15.93
4,Portland,US,2021-09-25 02:36:17,45.5234,-122.6762,81.18,42,1,1.01
5,Ankang,CN,2021-09-25 02:46:32,32.68,109.0172,81.82,74,96,3.15
6,Keti Bandar,PK,2021-09-25 02:46:33,24.1447,67.4497,84.38,76,78,6.02
7,Mataura,NZ,2021-09-25 02:38:24,-46.1927,168.8643,47.48,86,96,10.71
8,Puerto Ayora,EC,2021-09-25 02:38:14,-0.7393,-90.3518,69.55,89,86,5.7
9,Tiksi,RU,2021-09-25 02:39:09,71.6872,128.8694,33.89,76,100,20.69
10,Inverness,GB,2021-09-25 02:46:33,57.4791,-4.224,53.51,93,55,3.44
11,Kourou,GF,2021-09-25 02:46:33,5.1552,-52.6478,83.1,89,89,6.51
12,Busselton,AU,2021-09-25 02:38:15,-33.65,115.3333,61.05,55,3,16.46
13,Thompson,CA,2021-09-25 02:35:01,55.7435,-97.8558,42.96,93,90,10.36
14,Taveta,KE,2021-09-25 02:46:34,-3.3963,37.6736,65.98,84,79,3.2
15,Joniskis,LT,2021-09-25 02:46:34,56.2403,23.6153,52.72,93,100,14.34
16,Torbay,CA,2021-09-25 02:35:31,47.6666,-52.7314,47.57,83,75,6.91
17,Antalaha,MG,2021-09-25 02:46:35,-14.9003,50.2788,70.18,90,93,7.34
18,Kahului,US,2021-09-25 02:37:12,20.8947,-156.47,84.22,70,40,20.71
19,Port Elizabeth,ZA,2021-09-25 02:37:29,-33.918,25.5701,50.29,93,0,1.14
20,Punta Arenas,CL,2021-09-25 02:38:13,-53.15,-70.9167,37.51,87,40,11.5
21,Zhangjiakou,CN,2021-09-25 02:46:35,40.81,114.8794,62.44,88,98,9.69
22,Vaini,TO,2021-09-25 02:38:25,-21.2,-175.2,75.36,73,20,12.66
23,Rikitea,PF,2021-09-25 02:36:32,-23.1203,-134.9692,74.05,79,100,16.71
24,Jamestown,US,2021-09-25 02:35:28,42.097,-79.2353,57.72,83,1,1.01
25,Cape Town,ZA,2021-09-25 02:35:43,-33.9258,18.4232,54.27,92,75,2.3
26,Westport,US,2021-09-25 02:38:38,41.1415,-73.3579,67.17,88,1,3.0
27,Barrow,US,2021-09-25 02:36:48,71.2906,-156.7887,28.42,93,75,0.0
28,Albany,US,2021-09-25 02:35:28,42.6001,-73.9662,56.62,86,1,1.63
29,Xining,CN,2021-09-25 02:46:36,36.6167,101.7667,62.22,56,100,4.14
30,Ahipara,NZ,2021-09-25 02:39:13,-35.1667,173.1667,60.58,69,6,8.99
31,Sadao,TH,2021-09-25 02:46:36,6.6388,100.4234,83.73,61,95,3.85
32,Ilulissat,GL,2021-09-25 02:38:50,69.2167,-51.1,24.82,54,75,2.3
33,Dikson,RU,2021-09-25 02:36:54,73.5069,80.5464,35.96,88,100,17.38
34,Tilichiki,RU,2021-09-25 02:39:33,60.4667,166.1,45.19,40,98,4.27
35,Mandera,KE,2021-09-25 02:40:05,3.9366,41.867,75.56,58,74,11.14
36,East London,ZA,2021-09-25 02:39:00,-33.0153,27.9116,59.88,75,21,8.19
37,Coquimbo,CL,2021-09-25 02:46:14,-29.9533,-71.3436,55.13,94,90,0.0
38,Kalabo,ZM,2021-09-25 02:46:37,-14.97,22.6814,61.99,38,0,5.48
39,Bluff,NZ,2021-09-25 02:38:25,-46.6,168.3333,47.8,69,84,30.62
40,Kavieng,PG,2021-09-25 02:39:41,-2.5744,150.7967,83.66,72,14,10.2
41,Bethel,US,2021-09-25 02:38:43,41.3712,-73.414,61.92,91,1,3.44
42,Longyearbyen,SJ,2021-09-25 02:37:21,78.2186,15.6401,39.04,93,75,0.0
43,Kapaa,US,2021-09-25 02:38:14,22.0752,-159.319,82.38,76,75,3.0
44,Kodiak,US,2021-09-25 02:38:03,57.79,-152.4072,51.31,25,1,6.91
45,Ribeira Grande,PT,2021-09-25 02:37:00,38.5167,-28.7,70.66,82,100,20.02
46,Yacuiba,BO,2021-09-25 02:46:37,-22.038,-63.6797,58.98,47,21,3.44
47,Quatre Cocos,MU,2021-09-25 02:39:57,-20.2078,57.7625,73.09,75,52,19.6
48,Solnechnyy,RU,2021-09-25 02:46:38,50.7214,136.6319,63.23,47,6,5.19
49,Maceio,BR,2021-09-25 02:40:30,-9.6658,-35.7353,80.04,83,75,9.22
50,Boa Vista,BR,2021-09-25 02:44:17,2.8197,-60.6733,85.98,58,20,9.22
51,Ancona,IT,2021-09-25 02:46:38,43.55,13.1667,67.6,63,0,3.0
52,Champerico,GT,2021-09-25 02:46:38,14.3,-91.9167,80.35,88,100,5.82
53,Hobart,AU,2021-09-25 02:36:51,-42.8794,147.3294,51.12,65,20,3.0
54,Hermanus,ZA,2021-09-25 02:36:30,-34.4187,19.2345,53.91,83,100,4.12
55,Qaanaaq,GL,2021-09-25 02:38:23,77.484,-69.3632,15.12,68,25,8.19
56,Khatanga,RU,2021-09-25 02:38:33,71.9667,102.5,33.87,78,100,10.07
57,Los Llanos De Aridane,ES,2021-09-25 02:46:39,28.6585,-17.9182,66.13,78,0,8.05
58,Mitsamiouli,KM,2021-09-25 02:46:39,-11.3847,43.2844,75.51,74,0,7.18
59,Esperance,AU,2021-09-25 02:38:30,-33.8667,121.9,60.64,48,43,13.18
60,Sur,OM,2021-09-25 02:38:48,22.5667,59.5289,84.76,65,100,3.4
61,Victoria,HK,2021-09-25 02:34:21,22.2855,114.1577,93.22,73,52,3.0
62,Larap,PH,2021-09-25 02:46:40,14.299,122.6504,84.06,80,39,7.2
63,Port Hedland,AU,2021-09-25 02:38:39,-20.3167,118.5667,80.65,65,43,10.36
64,Klaksvik,FO,2021-09-25 02:36:38,62.2266,-6.589,45.52,75,100,10.16
65,Zalantun,CN,2021-09-25 02:46:40,48.0,122.7167,54.73,83,100,3.11
66,Swan River,CA,2021-09-25 02:42:17,52.1058,-101.2676,46.29,66,30,5.75
67,Krasnoselkup,RU,2021-09-25 02:46:40,65.7,82.4667,35.24,72,7,13.78
68,Sitka,US,2021-09-25 02:34:51,57.0531,-135.33,49.89,76,75,9.22
69,Lakes Entrance,AU,2021-09-25 02:46:41,-37.8811,147.981,55.58,58,72,12.46
70,Avarua,CK,2021-09-25 02:35:07,-21.2078,-159.775,77.05,57,98,8.05
71,Saint Anthony,US,2021-09-25 02:38:21,45.0205,-93.218,55.04,62,1,5.01
72,Bambous Virieux,MU,2021-09-25 02:38:56,-20.3428,57.7575,72.21,83,40,14.97
73,Ushuaia,AR,2021-09-25 02:38:13,-54.8,-68.3,37.06,93,75,3.44
74,Atuona,PF,2021-09-25 02:38:15,-9.8,-139.0333,77.88,80,100,16.82
75,Pevek,RU,2021-09-25 02:38:17,69.7008,170.3133,28.87,76,100,14.03
76,Wahpeton,US,2021-09-25 02:43:36,46.2652,-96.6059,52.02,34,11,8.19
77,Anchorage,US,2021-09-25 02:46:42,61.2181,-149.9003,38.86,92,90,5.01
78,Pochutla,MX,2021-09-25 02:46:42,15.7432,-96.4661,77.83,90,100,3.96
79,Hilo,US,2021-09-25 02:38:17,19.7297,-155.09,80.28,83,90,5.75
80,Lebu,CL,2021-09-25 02:38:47,-37.6167,-73.65,51.6,94,11,3.56
81,Sola,VU,2021-09-25 02:39:02,-13.8833,167.55,79.09,79,69,15.39
82,Ponta Do Sol,PT,2021-09-25 02:38:26,32.6667,-17.1,69.71,69,1,0.72
83,Ketchikan,US,2021-09-25 02:46:42,55.3422,-131.6461,54.07,87,40,9.22
84,Vammala,FI,2021-09-25 02:46:43,61.3333,22.9,46.29,97,100,1.88
85,Bredasdorp,ZA,2021-09-25 02:36:30,-34.5322,20.0403,45.72,87,97,4.61
86,Luang Prabang,LA,2021-09-25 02:46:43,19.8856,102.1347,76.96,83,90,2.3
87,Anadyr,RU,2021-09-25 02:39:19,64.75,177.4833,30.7,80,0,8.01
88,Adre,TD,2021-09-25 02:46:43,13.4667,22.2,76.46,51,88,6.44
89,Pacific Grove,US,2021-09-25 02:39:30,36.6177,-121.9166,70.81,91,75,3.0
90,Hithadhoo,MV,2021-09-25 02:38:22,-0.6,73.0833,82.71,72,99,12.8
91,Cherskiy,RU,2021-09-25 02:38:58,68.75,161.3,35.82,90,100,12.5
92,Terrace Bay,CA,2021-09-25 02:43:07,48.7834,-87.1,56.82,85,100,12.35
93,Mayo,US,2021-09-25 02:40:17,38.8876,-76.5119,62.55,91,1,1.01
94,Half Moon Bay,US,2021-09-25 02:39:14,37.4636,-122.4286,76.91,85,90,4.61
95,Oum Hadjer,TD,2021-09-25 02:46:44,13.2954,19.6966,80.94,60,100,5.32
96,Ixtapa,MX,2021-09-25 02:37:19,20.7,-105.2,82.22,86,100,1.9
97,Smithers,CA,2021-09-25 02:44:18,54.7804,-127.1743,53.92,87,90,0.0
98,Kalmunai,LK,2021-09-25 02:46:44,7.4167,81.8167,83.55,71,93,1.72
99,Date,JP,2021-09-25 02:46:45,42.4681,140.8681,64.2,54,4,5.5
100,Egvekinot,RU,2021-09-25 02:46:45,66.3167,-179.1667,23.07,76,55,11.05
101,Yermakovskoye,RU,2021-09-25 02:46:45,53.2831,92.4003,42.67,60,95,4.09
102,Port Alfred,ZA,2021-09-25 02:36:35,-33.5906,26.891,58.91,82,73,7.87
103,Henties Bay,NA,2021-09-25 02:42:26,-22.116,14.2845,54.86,90,2,3.67
104,Kaitangata,NZ,2021-09-25 02:38:30,-46.2817,169.8464,47.46,90,70,16.6
105,Porosozero,RU,2021-09-25 02:46:46,62.7191,32.727,41.54,95,100,6.53
106,Port Lincoln,AU,2021-09-25 02:38:20,-34.7333,135.8667,54.77,58,65,12.12
107,Castro,BR,2021-09-25 02:39:11,-24.7911,-50.0119,55.18,97,34,5.1
108,Scarborough,GB,2021-09-25 02:46:46,54.2797,-0.4044,64.22,94,100,6.49
109,Cabo San Lucas,MX,2021-09-25 02:37:46,22.8909,-109.9124,85.6,74,2,8.63
110,Srednekolymsk,RU,2021-09-25 02:40:42,67.45,153.6833,42.57,58,100,11.95
111,Zhigansk,RU,2021-09-25 02:39:03,66.7697,123.3711,38.55,63,100,16.04
112,Faya,SA,2021-09-25 02:39:42,18.3851,42.4509,59.52,61,91,1.59
113,Verkhnetulomskiy,RU,2021-09-25 02:46:47,68.6073,31.7962,46.53,93,100,5.48
114,Airai,TL,2021-09-25 02:36:57,-8.9266,125.4092,79.07,36,28,2.86
115,Paranhos,BR,2021-09-25 02:46:47,-23.8928,-55.4311,65.43,52,1,4.0
116,Tuktoyaktuk,CA,2021-09-25 02:36:54,69.4541,-133.0374,33.8,100,90,18.41
117,Arraial Do Cabo,BR,2021-09-25 02:38:21,-22.9661,-42.0278,69.12,77,98,24.02
118,Mombetsu,JP,2021-09-25 02:46:48,44.3525,143.3525,62.62,63,40,11.5
119,Saldanha,ZA,2021-09-25 02:39:49,-33.0117,17.9442,42.85,86,100,3.78
120,Touros,BR,2021-09-25 02:35:50,-5.1989,-35.4608,77.9,79,0,15.97
121,San Patricio,US,2021-09-25 02:39:47,28.017,-97.5169,78.82,58,67,6.98
122,Kenai,US,2021-09-25 02:43:51,60.5544,-151.2583,40.14,86,90,8.05
123,Bull Savanna,JM,2021-09-25 02:46:48,17.8868,-77.5902,76.91,84,6,5.21
124,Guadalupe Y Calvo,MX,2021-09-25 02:46:48,26.1,-106.9667,53.31,95,23,2.64
125,Faanui,PF,2021-09-25 02:36:56,-16.4833,-151.75,77.23,62,0,2.06
126,Oussouye,SN,2021-09-25 02:46:49,12.485,-16.5469,77.18,91,26,1.57
127,Susanville,US,2021-09-25 02:35:52,40.4163,-120.653,67.82,30,2,1.99
128,Port Blair,IN,2021-09-25 02:38:16,11.6667,92.75,82.89,78,93,14.5
129,Ingham,US,2021-09-25 02:46:49,42.6,-84.3833,62.55,70,1,6.91
130,Butaritari,KI,2021-09-25 02:38:30,3.0707,172.7902,83.73,73,11,10.29
131,Venado Tuerto,AR,2021-09-25 02:46:49,-33.7456,-61.9688,54.79,77,0,9.28
132,Chernyshevskiy,RU,2021-09-25 02:46:50,63.0128,112.4714,40.64,75,100,8.61
133,Eidsvag,NO,2021-09-25 02:46:50,62.7767,8.0668,50.65,93,100,8.77
134,Souillac,MU,2021-09-25 02:39:56,-20.5167,57.5167,73.36,83,40,14.97
135,Narsaq,GL,2021-09-25 02:38:34,60.9167,-46.05,34.02,43,0,4.21
136,Puerto Escondido,MX,2021-09-25 02:39:23,15.85,-97.0667,80.17,85,100,3.6
137,Bubaque,GW,2021-09-25 02:46:50,11.2833,-15.8333,80.71,79,81,3.67
138,Kendari,ID,2021-09-25 02:46:51,-3.945,122.4989,84.97,61,55,2.26
139,Grand Gaube,MU,2021-09-25 02:39:44,-20.0064,57.6608,73.38,71,32,11.01
140,Saint-Philippe,RE,2021-09-25 02:36:50,-21.3585,55.7679,69.35,83,4,13.96
141,Nanortalik,GL,2021-09-25 02:38:58,60.1432,-45.2371,36.39,65,2,9.89
142,Magole,TZ,2021-09-25 02:46:51,-6.3667,37.3667,66.38,92,20,1.99
143,Saint George,US,2021-09-25 02:39:36,37.1041,-113.5841,88.39,13,1,3.0
144,Isangel,VU,2021-09-25 02:40:57,-19.55,169.2667,75.31,73,90,0.0
145,Hopelchen,MX,2021-09-25 02:46:14,19.7667,-89.85,72.63,99,100,2.55
146,Mogadishu,SO,2021-09-25 02:46:51,2.0371,45.3438,77.36,84,65,14.67
147,Shache,CN,2021-09-25 02:38:33,38.4167,77.2406,74.55,13,0,5.46
148,Pulsano,IT,2021-09-25 02:46:52,40.3821,17.3564,67.19,67,0,2.17
149,Kashi,CN,2021-09-25 02:46:52,39.4547,75.9797,69.01,8,0,6.71
150,Severo-Kurilsk,RU,2021-09-25 02:39:01,50.6789,156.125,47.57,93,100,30.11
151,Guerrero Negro,MX,2021-09-25 02:35:46,27.9769,-114.0611,72.45,72,100,13.98
152,Ndele,CF,2021-09-25 02:46:52,8.4109,20.6473,67.6,96,100,4.09
153,Cidreira,BR,2021-09-25 02:37:14,-30.1811,-50.2056,60.06,85,34,2.91
154,Qasigiannguit,GL,2021-09-25 02:41:55,68.8193,-51.1922,25.05,84,84,5.99
155,Vardo,NO,2021-09-25 02:38:18,70.3705,31.1107,46.11,93,100,12.77
156,Bochov,CZ,2021-09-25 02:46:53,50.1487,13.0523,54.97,82,75,2.3
157,Lata,PT,2021-09-25 02:39:14,40.1629,-8.3327,62.82,90,100,4.43
158,Kindu,CD,2021-09-25 02:46:53,-2.95,25.95,68.34,94,99,1.74
159,Batagay-Alyta,RU,2021-09-25 02:46:53,67.8006,130.4114,33.44,75,57,1.1
160,Pangnirtung,CA,2021-09-25 02:40:58,66.1451,-65.7125,32.61,52,39,3.74
161,Tyler,US,2021-09-25 02:46:54,32.3513,-95.3011,71.65,65,1,0.0
162,Keskin,TR,2021-09-25 02:46:54,39.6731,33.6136,48.07,54,14,5.77
163,Mogocha,RU,2021-09-25 02:46:54,53.7333,119.7667,53.02,63,97,0.67
164,Lazaro Cardenas,MX,2021-09-25 02:40:26,17.9583,-102.2,80.51,84,56,2.98
165,Chifeng,CN,2021-09-25 02:44:36,42.2683,118.9636,67.86,69,70,7.58
166,Varkaus,FI,2021-09-25 02:46:55,62.3153,27.873,44.71,95,100,8.14
167,Hasaki,JP,2021-09-25 02:36:42,35.7333,140.8333,75.6,70,78,17.96
168,De Aar,ZA,2021-09-25 02:39:49,-30.6497,24.0123,57.81,15,32,1.52
169,Vao,NC,2021-09-25 02:39:31,-22.6667,167.4833,68.76,66,62,11.16
170,Iqaluit,CA,2021-09-25 02:44:39,63.7506,-68.5145,26.33,92,20,10.0
171,Bonthe,SL,2021-09-25 02:46:55,7.5264,-12.505,76.77,89,100,4.12
172,Carnarvon,AU,2021-09-25 02:38:29,-24.8667,113.6333,71.67,64,40,16.11
173,Sidi Ali,DZ,2021-09-25 02:46:56,36.0998,0.4206,70.39,94,66,3.85
174,Mount Gambier,AU,2021-09-25 02:39:17,-37.8333,140.7667,51.71,66,75,14.97
175,Wagga Wagga,AU,2021-09-25 02:46:56,-35.1167,147.3667,59.59,51,40,14.97
176,Provideniya,RU,2021-09-25 02:38:36,64.3833,-173.3,33.51,89,100,16.71
177,Vila Velha,BR,2021-09-25 02:34:31,-20.3297,-40.2925,69.75,73,75,4.61
178,Tallahassee,US,2021-09-25 02:46:19,30.4383,-84.2807,72.64,88,1,0.0
179,Langham,CA,2021-09-25 02:46:56,52.3668,-106.9679,56.01,34,82,9.44
180,Mayumba,GA,2021-09-25 02:46:57,-3.432,10.6554,74.37,91,70,3.47
181,Mirnyy,RU,2021-09-25 02:46:57,62.5353,113.9611,41.31,75,100,8.86
182,Navahrudak,BY,2021-09-25 02:46:57,53.6,25.8333,47.07,95,100,10.56
183,Puri,IN,2021-09-25 02:46:58,19.8,85.85,85.37,77,96,5.08
184,Hualmay,PE,2021-09-25 02:39:39,-11.0964,-77.6139,62.19,85,59,7.58
185,Front Royal,US,2021-09-25 02:46:58,38.9182,-78.1944,57.88,93,1,2.3
186,Janauba,BR,2021-09-25 02:46:58,-15.8025,-43.3089,71.94,53,3,11.74
187,Praia,CV,2021-09-25 02:38:13,14.9215,-23.5087,77.54,83,20,9.22
188,Sakakah,SA,2021-09-25 02:39:52,29.9697,40.2064,72.97,54,0,7.47
189,Brainerd,US,2021-09-25 02:46:58,46.358,-94.2008,49.78,46,37,7.14
190,Diyarb Najm,EG,2021-09-25 02:46:59,30.7542,31.4393,68.58,72,0,6.04
191,Udachnyy,RU,2021-09-25 02:38:55,66.4167,112.4,40.95,67,94,1.99
192,Ewa Beach,US,2021-09-25 02:46:59,21.3156,-158.0072,87.75,62,40,15.99
193,Chokurdakh,RU,2021-09-25 02:38:43,70.6333,147.9167,34.57,86,100,16.37
194,Hami,CN,2021-09-25 02:39:18,42.8,93.45,63.64,28,45,4.99
195,Peniche,PT,2021-09-25 02:46:59,39.3558,-9.3811,67.62,91,29,12.64
196,Lebork,PL,2021-09-25 02:47:00,54.5392,17.7501,60.35,89,100,20.18
197,Mahebourg,MU,2021-09-25 02:38:57,-20.4081,57.7,72.25,83,40,14.97
198,Merauke,ID,2021-09-25 02:39:45,-8.4667,140.3333,81.41,78,49,17.34
199,Kiskunfelegyhaza,HU,2021-09-25 02:47:00,46.7121,19.8446,55.94,80,8,7.14
200,Araguacu,BR,2021-09-25 02:47:00,-12.9306,-49.8264,89.35,27,68,4.16
201,Ganzhou,CN,2021-09-25 02:47:01,28.8184,115.4327,90.57,56,1,4.0
202,Cabra,ES,2021-09-25 02:38:39,37.4725,-4.4421,66.18,81,97,4.45
203,Cutlerville,US,2021-09-25 02:47:01,42.8409,-85.6636,68.83,58,75,10.36
204,Gat,IL,2021-09-25 02:39:09,31.61,34.7642,69.08,59,84,4.18
205,Capanema,BR,2021-09-25 02:47:01,-1.1958,-47.1808,72.9,95,71,3.38
206,Hambantota,LK,2021-09-25 02:38:51,6.1241,81.1185,80.94,100,20,6.91
207,Talnakh,RU,2021-09-25 02:38:59,69.4865,88.3972,37.42,59,80,0.76
208,Petropavlovka,RU,2021-09-25 02:47:02,50.6114,105.3196,42.26,79,100,7.85
209,Auki,SB,2021-09-25 02:47:02,-8.7676,160.7034,87.17,62,77,2.39
210,Kolno,PL,2021-09-25 02:47:02,53.4115,21.9291,55.51,87,99,13.58
211,Vila,PT,2021-09-25 02:47:03,42.0304,-8.1588,53.22,92,100,4.05
212,Kaduqli,SD,2021-09-25 02:47:03,11.0167,29.7167,69.98,96,100,1.95
213,Antofagasta,CL,2021-09-25 02:36:03,-23.65,-70.4,58.28,68,1,2.26
214,New Norfolk,AU,2021-09-25 02:36:42,-42.7826,147.0587,50.76,67,75,1.99
215,Samana,DO,2021-09-25 02:47:03,19.2056,-69.3369,77.97,89,100,1.9
216,Sorong,ID,2021-09-25 02:38:25,-0.8833,131.25,83.59,68,100,4.16
217,Biloela,AU,2021-09-25 02:47:04,-24.4167,150.5,83.79,22,1,3.78
218,Abnub,EG,2021-09-25 02:42:54,27.2696,31.1511,73.62,51,0,7.31
219,Seydi,TM,2021-09-25 02:47:04,39.4816,62.9137,73.99,15,0,8.21
220,Paraiso,CR,2021-09-25 02:40:23,9.8383,-83.8656,65.41,97,100,2.33
221,Paamiut,GL,2021-09-25 02:39:22,61.994,-49.6678,32.97,53,0,19.42
222,Juli,PE,2021-09-25 02:47:04,-16.2167,-69.45,43.72,73,84,2.93
223,Saskylakh,RU,2021-09-25 02:38:38,71.9167,114.0833,33.01,84,100,14.99
224,Graaff-Reinet,ZA,2021-09-25 02:38:17,-32.2522,24.5308,58.24,50,44,4.99
225,Atambua,ID,2021-09-25 02:47:05,-9.1061,124.8925,85.62,47,35,4.43
226,Campos Novos,BR,2021-09-25 02:47:05,-27.4017,-51.225,50.0,98,4,3.18
227,Georgetown,MY,2021-09-25 02:38:22,5.4112,100.3354,87.73,78,20,1.01
